City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,bac lieu,9.285,105.7244,29.88,67,97,5.14,VN,1731559435
296,okoneshnikovo,54.8377,75.0834,-16.9,94,63,2.81,RU,1731559436
297,taitung city,22.7583,121.1444,26.15,83,75,1.03,TW,1731559437
298,puerto san jose,13.9256,-90.8244,25.18,92,100,3.03,GT,1731559438
299,puerto baquerizo moreno,-0.9,-89.6,21.2,73,68,3.46,EC,1731559439
300,tsaratanana,-16.7833,47.65,29.31,46,0,0.99,MG,1731559440
301,matthew town,20.95,-73.6667,26.54,82,54,7.71,BS,1731559442
302,bandundu,-3.3167,17.3667,23.05,95,100,0.59,CD,1731559443
303,toliara,-23.35,43.6667,27.05,64,5,5.52,MG,1731559445
304,looe,50.3578,-4.4542,9.51,73,100,2.81,GB,1731559446
305,naliya,23.2667,68.8333,29.7,34,1,2.59,IN,1731559447
306,san fernando de apure,7.8878,-67.4724,25.22,75,100,1.77,VE,1731559448
307,qaqortoq,60.7167,-46.0333,-10.58,71,67,5.05,GL,1731559449
308,necochea,-38.5473,-58.7368,13.95,60,96,3.68,AR,1731559390
309,erie,42.7667,-78.6664,5.88,50,100,1.79,US,1731559453
310,carboneras,37.0015,-1.9213,17.06,74,100,4.58,ES,1731559454
311,minas de marcona,-15.2119,-75.1103,13.77,88,66,2.56,PE,1731559455
312,badiyah,22.45,58.8,26.3,44,0,1.93,OM,1731559456
313,maceio,-9.6658,-35.7353,22.69,88,20,2.06,BR,1731559299
314,saipan,15.1355,145.701,31.39,78,0,6.69,MP,1731559458
315,sungai raya,0.7,108.9,29.36,72,89,2.02,ID,1731559459
316,new norfolk,-42.7826,147.0587,18.73,36,4,4.5,AU,1731559460
317,naze,28.3667,129.4833,24.51,77,100,2.55,JP,1731559462
318,puerto aysen,-45.4,-72.7,10.01,99,86,1.32,CL,1731559305
319,colonia,50.9333,6.95,9.51,93,75,2.57,DE,1731559464
320,micheweni,-4.9667,39.8333,27.05,82,15,1.26,TZ,1731559465
321,sola,-13.8833,167.55,27.42,74,100,3.23,VU,1731559466
322,acapulco de juarez,16.8634,-99.8901,27.9,83,75,1.54,MX,1731559467
323,sodra sandby,56.5667,16.6167,7.72,95,91,3.61,SE,1731559468
324,baiti,13.745,-14.7482,22.47,39,25,3.14,SN,1731559469
325,kirkwall,58.9848,-2.9587,9.42,76,75,5.14,GB,1731559470
326,cullowhee,35.3137,-83.1765,8.99,65,100,4.63,US,1731559472
327,san julian,21.0167,-102.1667,15.29,38,76,3.15,MX,1731559473
328,talcahuano,-36.7167,-73.1167,12.82,88,0,2.06,CL,1731559474
329,zhengjiatun,43.5064,123.5064,13.15,67,95,5.39,CN,1731559475
330,murghob,38.1702,73.9667,-4.5,51,100,3.18,TJ,1731559476
331,kiama,-34.6833,150.8667,18.54,84,85,0.45,AU,1731559477
332,egilsstadir,65.2653,-14.3948,4.95,75,100,1.54,IS,1731559478
333,fortuna,40.5982,-124.1573,11.63,96,100,3.58,US,1731559479
334,bir hadaj,31.0263,34.7031,16.02,88,77,1.8,IL,1731559481
335,alotau,-10.3069,150.4462,29.77,66,100,2.99,PG,1731559482
336,bunbury,-33.3333,115.6333,25.95,48,55,7.05,AU,1731559483
337,wuwei,37.9281,102.6414,11.77,40,39,1.02,CN,1731559484
338,port-cartier,50.0334,-66.8654,-6.64,82,7,2.38,CA,1731559485
339,lautaro,-38.5167,-72.45,8.18,99,38,1.55,CL,1731559486
340,calbuco,-41.768,-73.1273,12.58,97,100,2.54,CL,1731559487
341,bartica,6.4,-58.6167,23.16,99,45,0.58,GY,1731559488
342,jacksonville beach,30.2947,-81.3931,23.36,68,0,5.14,US,1731559290
343,lorengau,-2.0226,147.2712,25.28,90,100,3.33,PG,1731559492
344,pathein,16.7833,94.7333,29.94,69,7,2.51,MM,1731559493
345,northam,51.0333,-4.2167,12.01,95,98,3.31,GB,1731559494
346,mount isa,-20.7333,139.5,38.87,15,20,4.12,AU,1731559495
347,kruisfontein,-34.0033,24.7314,14.56,79,76,2.68,ZA,1731559496
348,birpur,26.5167,87.0167,27.22,44,0,2.04,IN,1731559490
349,lazaro cardenas,17.9583,-102.2,24.88,84,65,1.96,MX,1731559499
350,klyuchi,52.2667,79.1667,-8.96,85,100,6.92,RU,1731559501
351,sovetskiy,61.3614,63.5842,-10.59,93,100,3.97,RU,1731559502
352,dawesville,30.9224,-84.0091,19.09,85,75,4.63,US,1731559503
353,bogande,12.9714,-0.1436,24.93,30,50,3.72,BF,1731559504
354,carahue,-38.7,-73.1667,12.09,97,76,1.26,CL,1731559505
355,doka,13.5167,35.7667,26.05,50,6,3.2,SD,1731559506
356,okha,53.5739,142.9478,-2.17,79,57,5.46,RU,1731559508
357,kakching,24.4833,93.9833,24.31,57,0,1.55,IN,1731559509
358,panaba,21.2833,-88.2667,23.94,93,7,2.2,MX,1731559513
359,krasnyy chikoy,50.3643,108.7512,-5.47,77,41,1.07,RU,1731559514
360,neiafu,-18.65,-173.9833,26.38,78,40,5.66,TO,1731559515
361,chifeng,42.2683,118.9636,14.17,41,7,3.16,CN,1731559516
362,cromwell,41.5951,-72.6454,2.22,58,0,1.54,US,1731559507
363,labytnangi,66.6572,66.4183,-27.06,100,100,0.24,RU,1731559518
364,barsana,27.65,77.3833,26.73,26,0,1.99,IN,1731559519
365,jalpan,21.2333,-99.4833,18.98,92,53,0.81,MX,1731559521
366,hadibu,12.65,54.0333,26.2,56,39,4.1,YE,1731559522
367,hakui,36.8833,136.7833,19.03,64,13,2.92,JP,1731559523
368,belyy yar,53.6039,91.3903,-8.06,62,0,5.0,RU,1731559524
369,kadirli,37.3739,36.0961,14.16,57,3,1.7,TR,1731559526
370,rundu,-17.9333,19.7667,21.39,70,78,1.89,NA,1731559527
371,sisimiut,66.9395,-53.6735,-4.33,83,95,11.48,GL,1731559528
372,cuite,-6.4836,-36.1536,19.29,83,6,5.96,BR,1731559529
373,tura,25.5198,90.2201,26.94,51,0,0.87,IN,1731559531
374,mawlaik,23.6333,94.4167,29.55,51,19,1.09,MM,1731559532
375,takestan,36.0696,49.6959,5.72,84,100,1.88,IR,1731559533
376,beledweyne,4.7358,45.2036,27.25,62,11,5.81,SO,1731559534
377,nantucket,41.2835,-70.0995,6.19,60,75,10.51,US,1731559535
378,hammerfest,70.6634,23.6821,2.25,87,100,16.46,NO,1731559536
379,salalah,17.0151,54.0924,24.05,53,0,0.51,OM,1731559537
380,merizo village,13.2658,144.6691,28.31,89,100,3.84,GU,1731559538
381,cill airne,52.05,-9.5167,10.73,94,97,1.39,IE,1731559539
382,padmanabhapuram,8.2333,77.3333,30.25,80,98,0.71,IN,1731559541
383,kaa-khem,51.6833,94.7333,-5.25,31,100,1.01,RU,1731559542
384,paradip garh,20.3167,86.6167,28.75,52,2,4.94,IN,1731559543
385,xilin hot,43.9667,116.0333,8.55,48,16,3.79,CN,1731559544
386,luderitz,-26.6481,15.1594,21.24,43,0,5.08,NA,1731559545
387,kenai,60.5544,-151.2583,-10.97,92,0,2.06,US,1731559546
388,sangola,17.4333,75.2,28.41,56,92,5.38,IN,1731559547
389,ballycastle,55.2044,-6.243,11.93,98,100,3.95,GB,1731559548
390,filadelfia,39.9523,-75.1638,4.97,61,20,2.57,US,1731559283
391,wainwright,52.839,-110.8572,1.81,63,100,4.18,CA,1731559550
392,antsiranana,-12.2787,49.2917,28.81,49,43,3.82,MG,1731559552
393,pagar alam,-4.0167,103.2667,25.21,88,90,1.21,ID,1731559553
394,guozhen,34.3659,107.359,17.5,67,53,3.25,CN,1731559554
395,galliano,29.4422,-90.2992,23.0,83,0,0.0,US,1731559475
396,laojunmiao,39.8333,97.7333,14.13,13,31,1.48,CN,1731559556
397,mckinleyville,40.9465,-124.1006,12.11,92,75,1.54,US,1731559557
398,khandyga,62.6667,135.6,-22.01,92,8,0.92,RU,1731559558
399,mikuni,36.2171,136.1519,15.55,67,14,1.53,JP,1731559559
400,turbat,26.0023,63.044,27.31,22,0,4.05,PK,1731559560
401,colares,38.7992,-9.4469,10.5,83,77,7.77,PT,1731559561
402,muravlenko,63.7898,74.523,-25.43,99,63,3.26,RU,1731559562
403,bolobo,-2.1667,16.2333,22.11,97,48,0.3,CD,1731559564
404,khorixas,-20.3667,14.9667,24.47,29,68,1.04,NA,1731559565
405,murzuq,25.9155,13.9184,15.39,32,0,3.42,LY,1731559566
406,kingston,17.997,-76.7936,27.53,83,75,5.14,JM,1731559567
407,wamba,8.9333,8.6,23.63,35,70,1.62,NG,1731559568
408,turpan,42.9333,89.1667,13.63,37,100,1.21,CN,1731559569
409,commentry,46.2921,2.7416,-0.18,97,11,1.13,FR,1731559570
410,relizane,35.7373,0.556,18.42,50,51,2.09,DZ,1731559571
411,malango,-2.9627,119.9001,25.73,83,79,1.15,ID,1731559572
412,ola,59.5833,151.2833,-14.41,73,26,5.01,RU,1731559574
413,kangding,30.0513,101.9603,18.85,21,0,2.28,CN,1731559575
414,zhanjiang,21.2815,110.3427,31.08,53,26,3.55,CN,1731559576
415,hunenberg,47.1754,8.425,3.1,86,100,1.03,CH,1731559577
416,guarapari,-20.6667,-40.4975,22.03,95,100,2.09,BR,1731559301
417,illizi,26.4833,8.4667,16.53,38,1,1.14,DZ,1731559580
418,bereznik,62.8551,42.7072,3.13,97,100,4.14,RU,1731559581
419,piton saint-leu,-21.2196,55.3151,26.33,57,22,2.57,RE,1731559582
420,icano,-28.9193,-65.3282,19.37,41,36,2.54,AR,1731559583
421,arevalo,41.0626,-4.7204,9.38,79,100,5.03,ES,1731559585
422,kitui,-1.367,38.0106,20.78,80,64,1.33,KE,1731559514
423,mohr,54.3528,9.7167,9.45,85,75,7.2,DE,1731559587
424,mandalgovi,45.7625,106.2708,3.3,48,55,4.37,MN,1731559588
425,katsuren-haebaru,26.3369,127.8719,29.43,75,75,4.63,JP,1731559589
426,kavaratti,10.5669,72.642,28.37,73,95,2.79,IN,1731559590
427,santa elena de uairen,4.6167,-61.1333,20.36,89,100,0.84,VE,1731559591
428,whakatane,-37.9585,176.9854,16.88,92,92,3.94,NZ,1731559592
429,borovskoy,53.8,64.15,-4.3,95,97,4.34,KZ,1731559593
430,manado,1.487,124.8455,31.43,66,40,2.06,ID,1731559594
431,san pedro,14.35,121.0167,30.7,75,40,4.63,PH,1731559596
432,kenora,49.8167,-94.4337,3.54,100,100,1.03,CA,1731559597
433,el rama,12.1596,-84.2195,22.78,97,89,1.69,NI,1731559598
434,les avirons,-21.2418,55.3394,26.32,57,21,2.57,RE,1731559599
435,bekondo,4.6819,9.3214,21.91,90,86,0.66,CM,1731559600
436,cottage grove,44.8277,-92.9438,6.73,95,100,0.45,US,1731559500
437,okhotsk,59.3833,143.3,-13.65,67,10,6.71,RU,1731559603
438,dakhla,23.6848,-15.958,18.8,87,19,4.49,EH,1731559604
439,oranjemund,-28.55,16.4333,16.5,75,0,3.96,NA,1731559606
440,valparaiso,-33.0393,-71.6273,10.8,93,20,1.54,CL,1731559607
441,kolonia town,6.964,158.206,26.06,89,100,3.09,FM,1731559608
442,izberbash,42.5696,47.8645,10.8,84,96,0.46,RU,1731559609
443,zango,13.0515,8.4877,21.65,23,0,4.34,NG,1731559610
444,zaozersk,69.4005,32.4476,1.17,73,67,11.83,RU,1731559611
445,kiunga,-6.1219,141.2906,32.87,54,83,0.56,PG,1731559612
446,klaksvik,62.2266,-6.589,8.29,80,61,4.15,FO,1731559613
447,varna,43.2167,27.9167,4.08,93,100,3.09,BG,1731559614
448,alofi,-19.0595,-169.9187,25.94,69,40,7.72,NU,1731559616
449,ta`u,-14.2336,-169.5144,27.02,82,69,9.47,AS,1731559617
450,ternate,0.8,127.4,28.96,72,34,2.62,ID,1731559618
451,flying fish cove,-10.4217,105.6791,27.82,89,100,6.17,CX,1731559619
452,vadso,70.0744,29.7487,4.09,70,20,10.8,NO,1731559620
453,acarau,-2.8856,-40.12,25.79,78,11,6.28,BR,1731559621
454,sittwe,20.15,92.9,29.79,61,21,1.17,MM,1731559622
455,paracatu,-17.2222,-46.8747,19.35,96,100,1.22,BR,1731559623
456,christiana,-27.914,25.1611,20.39,56,6,8.37,ZA,1731559624
457,malakal,9.5334,31.6605,26.46,40,42,2.36,SS,1731559626
458,eastham,41.8301,-69.9739,6.01,67,75,5.81,US,1731559627
459,kourou,5.1552,-52.6478,24.17,94,27,2.02,GF,1731559628
460,puerto wilches,7.3483,-73.896,22.46,99,99,0.61,CO,1731559629
461,guiuan,11.0333,125.7247,28.82,75,99,3.53,PH,1731559630
462,crane,31.3974,-102.3501,12.91,41,0,4.23,US,1731559631
463,chinde,26.8212,87.7095,24.81,57,0,2.29,NP,1731559632
464,alexandria,31.2156,29.9553,21.01,69,100,3.49,EG,1731559495
465,pariaman,-0.619,100.12,30.03,86,100,2.3,ID,1731559634
466,greymouth,-42.4667,171.2,14.52,93,100,4.25,NZ,1731559635
467,arkalyk,50.2486,66.9114,-3.63,96,100,8.3,KZ,1731559636
468,rumoi,43.9344,141.6428,8.16,65,63,3.25,JP,1731559638
469,yinchuan,38.4681,106.2731,10.57,59,100,2.34,CN,1731559639
470,gorontalo,0.5412,123.0595,29.44,78,77,1.23,ID,1731559640
471,dori,14.0354,-0.0345,25.57,27,64,3.66,BF,1731559641
472,anloga,5.7947,0.8973,27.15,81,7,3.95,GH,1731559642
473,grand-lahou,5.1367,-5.0242,25.66,84,11,2.18,CI,1731559643
474,kawambwa,-9.7915,29.0791,21.08,65,20,0.86,ZM,1731559644
475,gewane,10.1664,40.6453,26.71,33,7,1.85,ET,1731559645
476,kulhudhuffushi,6.6221,73.07,28.19,69,79,3.12,MV,1731559646
477,grand falls-windsor,48.9332,-55.6649,1.39,87,100,3.58,CA,1731559648
478,mogadishu,2.0371,45.3438,27.93,83,75,1.54,SO,1731559649
479,slave lake,55.2834,-114.769,-1.01,69,100,4.63,CA,1731559425
480,poronaysk,49.2167,143.1167,4.35,46,49,4.15,RU,1731559651
481,kupang,-10.1667,123.5833,33.32,62,40,6.17,ID,1731559520
482,durban,-29.8579,31.0292,17.51,82,100,3.1,ZA,1731559653
483,monte alegre,-2.0078,-54.0692,24.91,77,61,1.48,BR,1731559654
484,boa vista,2.8197,-60.6733,28.99,70,40,1.54,BR,1731559655
485,torre del mar,36.7414,-4.0946,14.52,80,100,3.28,ES,1731559656
486,dzhalil',55.0239,52.7358,-1.99,95,98,4.93,RU,1731559657
487,taoudenni,22.6783,-3.9836,21.66,20,0,1.67,ML,1731559659
488,chonchi,-42.6128,-73.8092,12.29,99,100,1.21,CL,1731559660
489,fisterra,42.9049,-9.2629,14.65,65,94,7.79,ES,1731559661
490,glace bay,46.1969,-59.957,2.66,79,100,14.4,CA,1731559662
491,midoun,33.8081,10.9923,14.92,59,2,3.19,TN,1731559663
492,bamboo flat,11.7,92.7167,30.05,74,40,3.09,IN,1731559664
493,carauari,-4.8828,-66.8958,23.27,99,100,1.07,BR,1731559665
494,arafat,39.0344,44.6198,1.16,76,28,0.7,IR,1731559666
495,fonte boa,-2.4959,-66.2662,23.42,98,100,1.25,BR,1731559667
496,chayan,43.0297,69.3772,-0.62,37,12,0.76,KZ,1731559668
497,chingola,-12.529,27.8838,18.55,87,99,3.52,ZM,1731559671
498,jalai nur,49.45,117.7,-0.6,21,0,4.72,CN,1731559672
499,aur,8.1499,171.1687,28.05,73,98,3.05,MH,1731559673
500,juneau,58.3019,-134.4197,0.79,97,75,0.0,US,1731559590
501,mejit,10.2753,170.8646,28.48,72,37,7.09,MH,1731559675
502,chulakkurgan,43.765,69.1814,-2.12,44,27,1.71,KZ,1731559676
503,nova sintra,14.8667,-24.7167,25.69,67,100,5.71,CV,1731559677
504,lospalos,-8.5186,127.0025,31.3,50,63,3.78,TL,1731559679
505,ambon,-3.6954,128.1814,31.08,70,40,4.12,ID,1731559680
506,barranca,-10.75,-77.7667,17.81,85,100,2.49,PE,1731559681
507,tabas,33.5959,56.9244,13.45,47,52,3.65,IR,1731559682
508,kerikeri,-35.2268,173.9474,19.95,92,93,3.58,NZ,1731559683
509,gadzhiyevo,69.2551,33.3362,1.71,77,74,11.07,RU,1731559684
510,bardai,11.65,7.2333,19.99,30,0,4.6,NG,1731559685
511,ponta delgada,37.7333,-25.6667,18.44,82,75,3.6,PT,1731559513
512,crixas,-14.5489,-49.9692,20.98,98,99,2.45,BR,1731559687
513,gagarin,55.5529,34.9954,-0.12,78,100,3.53,RU,1731559688
514,labasa,-16.4167,179.3833,27.45,74,100,3.88,FJ,1731559691
515,montfort-sur-meu,48.1333,-1.9667,3.94,93,0,2.57,FR,1731559692
516,darab,28.7519,54.5444,20.12,29,2,1.48,IR,1731559693
517,saldanha,-33.0117,17.9442,15.03,74,1,5.9,ZA,1731559694
518,bangjun,39.9911,117.2628,16.52,63,55,1.39,CN,1731559695
519,tchibanga,-2.85,11.0333,22.22,98,100,0.05,GA,1731559696
520,faro,37.0194,-7.9322,12.88,88,20,5.66,PT,1731559698
521,copalillo,18.0333,-99.1167,21.19,83,100,0.56,MX,1731559700
522,trincomalee,8.5711,81.2335,28.01,79,24,3.36,LK,1731559701
523,puerto deseado,-47.7503,-65.8938,10.57,72,13,3.12,AR,1731559702
524,vardenis,40.1827,45.7311,-0.14,78,40,0.33,AM,1731559703
525,afzalpur,17.2,76.35,28.95,57,99,5.89,IN,1731559704
526,kardla,58.9978,22.7492,6.99,93,75,2.57,EE,1731559705
527,richards bay,-28.783,32.0377,19.22,72,99,4.68,ZA,1731559706
528,winnipeg,49.8844,-97.147,3.99,94,0,0.51,CA,1731559200
529,bagua grande,-5.7561,-78.4411,24.21,63,73,1.55,PE,1731559708
530,antofagasta,-23.65,-70.4,17.6,79,62,1.53,CL,1731559611
531,kununurra,-15.7667,128.7333,35.99,34,49,2.57,AU,1731559710
532,peace river,56.2501,-117.286,-6.83,86,100,5.14,CA,1731559569
533,lubumbashi,-11.6609,27.4794,19.24,86,69,3.13,CD,1731559713
534,yacimiento rio turbio,-51.5732,-72.3508,0.84,76,26,3.47,AR,1731559714
535,hami,42.8,93.45,10.46,42,100,1.34,CN,1731559715
536,pacific grove,36.6177,-121.9166,14.68,91,100,0.45,US,1731559716
537,gizo,-8.103,156.8419,29.23,67,41,0.54,SB,1731559717
538,baie-saint-paul,47.4411,-70.4986,-3.9,79,16,1.26,CA,1731559718
539,paphos,34.7667,32.4167,14.88,77,20,3.6,CY,1731559719
540,thimphu,27.4661,89.6419,14.48,44,5,1.43,BT,1731559720
541,vilyuysk,63.7553,121.6247,-19.84,97,94,1.58,RU,1731559721
542,jieshi,22.8134,115.8257,24.12,85,100,8.14,CN,1731559723
543,duque de caxias,-22.7856,-43.3117,19.94,88,75,1.03,BR,1731559724
544,olinda,-8.0089,-34.8553,26.85,69,40,4.63,BR,1731559725
545,christchurch,-43.5333,172.6333,16.64,82,100,6.69,NZ,1731559571
546,alice springs,-23.7,133.8833,30.75,12,87,4.12,AU,1731559727
547,geraldton,-28.7667,114.6,25.23,61,0,6.17,AU,1731559728
548,mugia,43.1041,-9.2179,13.28,72,95,9.03,ES,1731559729
549,kolonia,50.9333,6.95,9.51,93,75,2.57,DE,1731559464
550,tarauaca,-8.1614,-70.7656,22.25,98,94,1.41,BR,1731559731
551,pervomayskoye,43.919,46.7102,9.54,76,100,3.49,RU,1731559732
552,mil'kovo,55.6078,37.7956,0.35,59,70,3.94,RU,1731559734
553,wakema,16.6,95.1833,29.55,71,4,4.01,MM,1731559735
554,myeik,12.4333,98.6,29.69,65,0,1.37,MM,1731559736
555,lunavada,23.1333,73.6167,29.13,31,1,3.25,IN,1731559737
556,chiredzi,-21.05,31.6667,19.74,88,100,5.22,ZW,1731559738
557,mangrol,21.1167,70.1167,29.22,42,18,4.28,IN,1731559739
558,bouna,9.2667,-3.0,23.58,48,75,0.89,CI,1731559740
559,bogale,16.2833,95.4,29.36,74,0,3.64,MM,1731559741
560,vaasa,63.096,21.6158,6.14,68,0,6.26,FI,1731559742
561,tubarjal,30.4999,38.216,15.98,50,100,2.44,SA,1731559743
562,nikko,36.75,139.6167,12.53,70,76,2.57,JP,1731559745
563,manaure,11.7751,-72.4445,27.3,77,90,3.98,CO,1731559746
564,nhamunda,-2.1861,-56.7131,24.75,78,100,1.13,BR,1731559747
565,achacachi,-16.05,-68.6833,6.57,81,75,2.15,BO,1731559748
566,curanilahue,-37.4667,-73.35,11.42,85,27,1.47,CL,1731559749
567,mata-utu,-13.2816,-176.1745,27.91,81,82,9.24,WF,1731559750
568,itaberai,-16.0203,-49.8103,20.09,95,94,2.02,BR,1731559751
569,nishifukuma,33.7667,130.4667,24.0,59,74,0.78,JP,1731559752
570,vuktyl,63.8567,57.3094,-2.78,96,100,5.33,RU,1731559753
571,aasiaat,68.7098,-52.8699,-10.19,85,69,5.7,GL,1731559754
572,turkmenbasy,40.0222,52.9552,-0.57,86,0,0.0,TM,1731559757
573,carlsbad,33.1581,-117.3506,14.71,65,0,1.54,US,1731559693
574,dunda,-8.1167,34.25,24.43,53,2,0.83,TZ,1731559759
575,codrington,-38.2667,141.9667,14.9,52,88,5.15,AU,1731559760
576,gaozhou,21.9392,110.8461,32.16,48,39,1.81,CN,1731559761
577,palikir - national government center,6.9248,158.1611,25.47,89,100,3.09,FM,1731559762
578,marica,-22.9194,-42.8186,20.11,88,100,2.53,BR,1731559763
579,qui nhon,13.7667,109.2333,27.32,81,100,3.54,VN,1731559764
580,kitimat,54.0524,-128.6534,4.39,28,100,0.89,CA,1731559766
581,ceeldheer,3.8488,47.1806,27.67,67,12,6.42,SO,1731559767
582,rio grande,-32.035,-52.0986,16.38,74,7,1.93,BR,1731559472
583,chibougamau,49.9168,-74.3659,-5.21,86,0,3.09,CA,1731559769
584,leninskoye,41.7589,69.3864,2.21,66,38,1.26,KZ,1731559770
585,huarmey,-10.0681,-78.1522,18.1,88,84,2.78,PE,1731559734
586,tshabong,-26.05,22.45,24.87,17,71,3.98,BW,1731559729
587,shiguai,40.7058,110.2856,8.22,63,99,1.76,CN,1731559773
588,rajec,49.089,18.6401,-0.36,91,100,1.03,SK,1731559776
589,mao,39.8885,4.2658,15.31,94,0,2.57,ES,1731559777
590,mili,6.0815,171.735,28.79,73,73,5.07,MH,1731559778
591,port-vila,-17.7338,168.3219,24.78,94,100,3.6,VU,1731559779
592,saint-francois,46.4154,3.9054,1.69,94,100,2.57,FR,1731559780
